+4.94236E+1	+4.33053E+2
+4.94274E+1	+4.27421E+2
+4.94228E+1	+4.34000E+2
+4.94256E+1	+4.32737E+2
+4.94229E+1	+4.34895E+2
+4.94223E+1	+4.29632E+2
+4.94217E+1	+4.30632E+2
+4.94181E+1	+4.33316E+2
+4.94203E+1	+4.31158E+2
+4.94197E+1	+4.33421E+2
+4.94231E+1	+4.29368E+2
+4.94171E+1	+4.27421E+2
+4.94219E+1	+4.28737E+2
+4.94193E+1	+4.32421E+2
+4.94187E+1	+4.36421E+2
+4.94221E+1	+4.31421E+2
+4.94202E+1	+4.29579E+2
+4.94233E+1	+4.36158E+2
+4.94223E+1	+4.36368E+2
+4.94195E+1	+4.37947E+2
+4.94206E+1	+4.40474E+2
+4.94184E+1	+4.35316E+2
+4.94239E+1	+4.40526E+2
+4.94169E+1	+4.37632E+2
+4.94233E+1	+4.39684E+2
+4.94217E+1	+4.34684E+2
+4.94219E+1	+4.40579E+2
+4.94176E+1	+4.35789E+2
+4.94205E+1	+4.39526E+2
+4.94209E+1	+4.39263E+2
+4.94197E+1	+4.42105E+2
+4.94207E+1	+4.41000E+2
+4.94176E+1	+4.36316E+2
+4.94191E+1	+4.43263E+2
+4.94206E+1	+4.40211E+2
+4.94217E+1	+4.37947E+2
+4.94208E+1	+4.41684E+2
+4.94228E+1	+4.44842E+2
+4.94229E+1	+4.41263E+2
+4.94228E+1	+4.38684E+2
+4.94190E+1	+4.39316E+2
+4.94171E+1	+4.36947E+2
+4.94214E+1	+4.33053E+2
+4.94195E+1	+4.37579E+2
+4.94236E+1	+4.44368E+2
+4.94218E+1	+4.39789E+2
+4.94238E+1	+4.37895E+2
+4.94173E+1	+4.39316E+2
+4.94200E+1	+4.38579E+2
+4.94193E+1	+4.37000E+2
+4.94210E+1	+4.37579E+2
+4.94218E+1	+4.36000E+2
+4.94245E+1	+4.33632E+2
+4.94202E+1	+4.32000E+2
+4.94171E+1	+4.32368E+2
+4.94180E+1	+4.39684E+2
+4.94165E+1	+4.39263E+2
+4.94218E+1	+4.40053E+2
+4.94227E+1	+4.42158E+2
+4.94200E+1	+4.40000E+2
+4.94199E+1	+4.41632E+2
+4.94195E+1	+4.40000E+2
+4.94228E+1	+4.43211E+2
+4.94182E+1	+4.43211E+2
+4.94190E+1	+4.43789E+2
+4.94177E+1	+4.39474E+2
+4.94166E+1	+4.40158E+2
+4.94158E+1	+4.41737E+2
+4.94168E+1	+4.38474E+2
+4.94176E+1	+4.42368E+2
+4.94200E+1	+4.38579E+2
+4.94205E+1	+4.37684E+2
+4.94187E+1	+4.37263E+2
+4.94223E+1	+4.42632E+2
+4.94192E+1	+4.39526E+2
+4.94190E+1	+4.41263E+2
+4.94234E+1	+4.39632E+2
+4.94195E+1	+4.42000E+2
+4.94172E+1	+4.43737E+2
+4.94176E+1	+4.35158E+2
+4.94196E+1	+4.39053E+2
+4.94258E+1	+4.45263E+2
+4.94221E+1	+4.38421E+2
